latitude;longitude
42.14872704;-80.00712452
42.14873614;-80.00710004
42.14874525;-80.0070756
42.14875416;-80.00705111
42.14876299;-80.00702671
42.14877181;-80.00700235
42.14878066;-80.00697807
42.14878935;-80.00695369
42.14879789;-80.00692914
42.14880651;-80.00690461
42.14881515;-80.00688004
42.14882374;-80.00685544
42.14883249;-80.00683095
42.14884135;-80.00680664
42.14884989;-80.00678215
42.14885858;-80.00675769
42.14886738;-80.00673341
42.14887616;-80.00670902
42.14888488;-80.0066846
42.14889374;-80.00666024
42.14890272;-80.00663613
42.14891175;-80.00661206
42.14892088;-80.00658803
42.14893011;-80.00656408
42.14893945;-80.00654008
42.14894861;-80.00651597
42.14895777;-80.00649179
42.14896718;-80.00646791
42.14897671;-80.00644404
42.14898586;-80.00641991
42.1489949;-80.00639564
42.14900413;-80.00637151
42.14901341;-80.00634751
42.14902261;-80.00632337
42.14903181;-80.00629928
42.1490409;-80.00627503
42.1490498;-80.0062506
42.14905882;-80.00622623
42.14906818;-80.00620211
42.14907758;-80.00617792
42.14908656;-80.0061535
42.14909528;-80.00612896
42.1491043;-80.00610458
42.14911364;-80.0060805
42.14912305;-80.00605635
42.14913226;-80.00603217
42.14914131;-80.00600796
42.14915008;-80.0059836
42.1491589;-80.00595924
42.14916824;-80.00593524
42.14917751;-80.00591126
42.14918627;-80.00588696
42.14919484;-80.00586259
42.14920364;-80.0058383
42.14921276;-80.00581423
42.14922187;-80.00579011
42.14923091;-80.00576591
42.14923994;-80.00574159
42.14924886;-80.00571714
42.14925773;-80.00569265
42.1492668;-80.00566835
42.14927578;-80.00564418
42.14928436;-80.00561982
42.14929269;-80.00559534
42.14930089;-80.00557131
42.14930928;-80.00554773
42.14931777;-80.00552417
42.14932624;-80.00550069
42.14933478;-80.00547681
42.14934322;-80.00545289
42.14935181;-80.00542912
42.14936068;-80.00540561
42.14936941;-80.00538205
42.14937769;-80.00535818
42.14938476;-80.00533238
42.14939268;-80.00530773
42.14940123;-80.00528143
42.1494107;-80.00525262
42.14942035;-80.00522639
42.14942975;-80.00520173
42.14943876;-80.00517723
42.14944766;-80.00515291
42.14945685;-80.00512887
42.14946601;-80.00510486
42.14947489;-80.00508057
42.14948363;-80.00505609
42.14949249;-80.00503173
42.14950137;-80.00500743
42.1495101;-80.00498315
42.14951867;-80.00495878
42.14952744;-80.00493449
42.14953634;-80.0049103
42.14954532;-80.00488613
42.14955436;-80.00486202
42.14956343;-80.00483795
42.14957253;-80.00481388
42.14958172;-80.00478983
42.14959126;-80.00476589
42.14960079;-80.00474194
42.14961027;-80.00471797
42.14961967;-80.00469399
42.14962896;-80.00466999
42.1496383;-80.00464602
42.14964772;-80.00462214
42.14965701;-80.00459813
42.14966613;-80.00457402
42.14967527;-80.00454991
42.14968439;-80.00452572
42.14969351;-80.00450157
42.14970274;-80.00447758
42.1497119;-80.00445349
42.14972095;-80.00442934
42.14973003;-80.0044051
42.14973911;-80.00438092
42.14974827;-80.00435673
42.14975736;-80.00433257
42.14976631;-80.00430821
42.14977522;-80.00428386
42.14978415;-80.00425954
42.14979302;-80.0042352
42.14980187;-80.00421078
42.14981085;-80.00418629
42.1498198;-80.0041618
42.14982875;-80.00413728
42.14983767;-80.00411286
42.14984635;-80.00408834
42.14985485;-80.00406382
42.14986342;-80.00403943
42.14987199;-80.0040151
42.14988053;-80.00399081
42.14988917;-80.00396651
42.14989782;-80.00394222
42.14990648;-80.00391782
42.14991523;-80.00389343
42.14992411;-80.00386896
42.14993302;-80.0038445
42.14994204;-80.00382005
42.14995106;-80.00379557
42.14996013;-80.00377116
42.14996928;-80.00374689
42.1499783;-80.00372261
42.14998722;-80.00369826
42.14999622;-80.00367403
42.15000522;-80.00364975
42.15001432;-80.00362549
42.15002348;-80.00360128
42.15003251;-80.00357702
42.15004131;-80.00355276
42.15005014;-80.00352855
42.15005906;-80.00350445
42.15006799;-80.00348026
42.15007696;-80.00345613
42.15008585;-80.00343187
42.15009477;-80.00340763
42.15010371;-80.0033834
42.15011266;-80.00335912
42.15012158;-80.00333477
42.15013054;-80.00331043
42.15013958;-80.0032861
42.15014875;-80.00326177
42.15015798;-80.00323745
42.15016708;-80.00321297
42.15017607;-80.00318848
42.15018502;-80.00316402
42.15019392;-80.00313954
42.15020275;-80.00311505
42.1502117;-80.00309064
42.15022063;-80.00306622
42.15022953;-80.00304174
42.1502384;-80.00301728
42.15024718;-80.00299278
42.15025582;-80.00296828
42.15026449;-80.00294387
42.15027313;-80.00291943
42.15028174;-80.002895
42.15029037;-80.00287058
42.15029894;-80.00284612
42.15030748;-80.00282162
42.15031623;-80.00279726
42.15032501;-80.00277289
42.15033372;-80.0027485
42.15034245;-80.00272421
42.15035124;-80.00269991
42.15036015;-80.00267555
42.15036917;-80.00265121
42.15037819;-80.0026268
42.15038702;-80.00260225
42.15039601;-80.00257784
42.15040514;-80.00255352
42.15041432;-80.00252921
42.15042337;-80.00250485
42.15043223;-80.00248035
42.15044112;-80.00245598
42.15045011;-80.00243168
42.15045917;-80.0024075
42.15046802;-80.00238316
42.1504768;-80.00235894
42.15048565;-80.00233479
42.15049464;-80.00231067
42.15050369;-80.00228667
42.15051277;-80.00226254
42.15052166;-80.00223824
42.15053049;-80.00221384
42.15053948;-80.00218964
42.1505487;-80.00216559
42.15055791;-80.00214148
42.15056702;-80.00211724
42.15057597;-80.00209285
42.15058494;-80.00206856
42.15059401;-80.0020443
42.1506032;-80.00202009
42.15061246;-80.00199585
42.15062165;-80.00197151
42.15063057;-80.00194702
42.15063936;-80.00192265
42.15064798;-80.0018983
42.15065669;-80.00187397
42.15066546;-80.0018497
42.15067418;-80.00182523
42.15068282;-80.00180072
42.15069162;-80.00177629
42.15070043;-80.00175188
42.15070905;-80.00172729
42.1507178;-80.00170282
42.1507267;-80.00167844
42.15073558;-80.00165405
42.15074448;-80.00162962
42.15075351;-80.00160521
42.15076259;-80.00158087
42.15077176;-80.0015566
42.15078089;-80.0015324
42.15078992;-80.00150814
42.15079893;-80.00148392
42.15080798;-80.0014597
42.15081704;-80.00143548
42.15082621;-80.00141139
42.15083545;-80.00138727
42.1508446;-80.00136306
42.15085374;-80.00133889
42.15086281;-80.00131474
42.15087183;-80.00129058
42.1508809;-80.00126655
42.15088998;-80.00124255
42.15089905;-80.00121848
42.1509081;-80.00119442
42.15091715;-80.00117031
42.15092609;-80.00114611
42.15093509;-80.00112198
42.15094408;-80.00109781
42.1509529;-80.00107346
42.1509618;-80.00104908
42.15097079;-80.00102466
42.1509797;-80.00100016
42.15098858;-80.00097567
42.15099745;-80.0009512
42.15100635;-80.00092673
42.15101532;-80.00090235
42.15102431;-80.00087802
42.15103327;-80.00085366
42.15104221;-80.00082934
42.15105117;-80.00080499
42.15106009;-80.00078061
42.15106903;-80.00075628
42.15107792;-80.00073193
42.15108679;-80.0007076
42.15109576;-80.00068343
42.15110476;-80.00065922
42.15111368;-80.00063488
42.15112264;-80.00061049
42.15113156;-80.00058617
42.15114047;-80.00056175
42.15114948;-80.00053748
42.15115858;-80.00051321
42.1511676;-80.00048889
42.15117659;-80.00046451
42.15118555;-80.00044019
42.15119454;-80.00041578
42.15120356;-80.00039139
42.15121259;-80.00036711
42.1512216;-80.00034273
42.15123064;-80.00031853
42.15123978;-80.00029439
42.1512488;-80.00027024
42.15125781;-80.00024605
42.15126674;-80.00022186
42.15127558;-80.0001976
42.15128443;-80.00017338
42.15129334;-80.00014928
42.15130223;-80.00012505
42.15131098;-80.00010073
42.15131967;-80.0000763
42.1513284;-80.00005191
42.1513373;-80.00002751
42.15134634;-80.00000318
42.15135532;-79.99997868
42.15136421;-79.99995412
42.15137297;-79.99992958
42.15138173;-79.99990505
42.15139065;-79.99988074
42.15139966;-79.99985646
42.15140868;-79.9998322
42.15141775;-79.99980797
42.15142678;-79.99978377
42.1514357;-79.99975943
42.15144468;-79.99973519
42.15145379;-79.99971114
42.1514628;-79.99968705
42.1514717;-79.99966291
42.15148059;-79.99963876
42.15148942;-79.99961459
42.15149832;-79.99959039
42.15150714;-79.99956616
42.15151594;-79.99954188
42.15152479;-79.99951769
42.15153355;-79.99949349
42.15154222;-79.9994692
42.15155099;-79.99944506
42.15155989;-79.99942098
42.15156891;-79.99939691
42.15157789;-79.99937284
42.1515869;-79.99934882
42.15159596;-79.99932481
42.15160506;-79.99930082
42.15161409;-79.99927676
42.15162305;-79.99925256
42.15163209;-79.99922841
42.15164106;-79.99920415
42.15164999;-79.99917985
42.15165912;-79.99915567
42.15166826;-79.99913149
42.15167728;-79.99910714
42.15168636;-79.99908285
42.15169555;-79.99905871
42.15170472;-79.99903452
42.15171395;-79.99901032
42.15172312;-79.99898608
42.15173218;-79.99896179
42.15174125;-79.99893744
42.15175031;-79.99891306
42.15175929;-79.9988886
42.15176836;-79.99886413
42.15177742;-79.99883973
42.15178637;-79.99881522
42.15179524;-79.99879078
42.15180414;-79.99876633
42.15181296;-79.99874184
42.1518218;-79.99871734
42.15183068;-79.99869292
42.15183946;-79.99866843
42.15184826;-79.99864389
42.15185726;-79.99861955
42.15186626;-79.99859524
42.15187514;-79.99857094
42.15188391;-79.9985466
42.15189254;-79.99852229
42.15190132;-79.99849802
42.15191038;-79.99847395
42.15191949;-79.9984499
42.15192846;-79.99842567
42.1519373;-79.99840137
42.15194608;-79.99837694
42.1519549;-79.99835262
42.15196386;-79.99832839
42.15197287;-79.99830422
42.15198193;-79.99828003
42.15199092;-79.99825582
42.15199979;-79.99823151
42.15200873;-79.99820723
42.15201772;-79.99818303
42.15202659;-79.99815873
42.15203539;-79.99813447
42.15204418;-79.99811023
42.1520529;-79.99808599
42.15206162;-79.9980618
42.15207043;-79.99803769
42.15207926;-79.99801355
42.15208805;-79.99798934
42.1520968;-79.99796506
42.15210554;-79.99794067
42.15211441;-79.9979164
42.15212337;-79.9978922
42.15213218;-79.99786792
42.15214096;-79.99784359
42.15214988;-79.99781931
42.15215886;-79.99779501
42.1521679;-79.99777066
42.15217694;-79.9977463
42.15218588;-79.99772177
42.15219484;-79.99769725
42.15220395;-79.99767282
42.15221309;-79.99764835
42.15222217;-79.99762387
42.1522313;-79.99759949
42.15224048;-79.99757516
42.15224966;-79.99755087
42.15225886;-79.99752659
42.15226799;-79.99750225
42.1522771;-79.99747792
42.15228615;-79.99745364
42.15229514;-79.99742931
42.15230412;-79.99740495
42.15231317;-79.99738066
42.15232212;-79.99735627
42.1523311;-79.9973319
42.15234017;-79.99730763
42.15234932;-79.99728326
42.15235846;-79.997259
42.15236753;-79.9972347
42.15237645;-79.99721027
42.15238526;-79.99718587
42.15239431;-79.99716163
42.15240342;-79.99713749
42.15241245;-79.99711322
42.15242146;-79.99708902
42.15243046;-79.99706472
42.15243948;-79.9970405
42.15244861;-79.99701631
42.15245771;-79.99699209
42.15246672;-79.99696781
42.15247566;-79.99694349
42.15248463;-79.99691925
42.15249371;-79.99689508
42.15250268;-79.9968709
42.15251154;-79.99684658
42.15252033;-79.99682229
42.15252914;-79.99679805
42.15253795;-79.99677378
42.15254683;-79.99674955
42.15255576;-79.99672526
42.15256457;-79.99670084
42.1525733;-79.99667636
42.1525821;-79.996652
42.15259088;-79.9966276
42.15259966;-79.99660321
42.15260845;-79.99657887
42.15261708;-79.99655443
42.1526257;-79.99652995
42.15263443;-79.99650557
42.15264312;-79.99648117
42.1526517;-79.9964567
42.15266032;-79.99643227
42.15266901;-79.99640784
42.15267776;-79.99638345
42.15268668;-79.99635922
42.15269562;-79.99633501
42.15270443;-79.9963107
42.15271335;-79.99628651
42.15272229;-79.99626232
42.15273119;-79.99623804
42.15274012;-79.99621378
42.15274903;-79.99618945
42.15275789;-79.9961651
42.15276672;-79.99614079
42.15277545;-79.99611643
42.15278413;-79.99609204
42.15279289;-79.99606771
42.15280169;-79.99604338
42.15281054;-79.99601906
42.15281962;-79.99599487
42.15282875;-79.99597063
42.15283783;-79.99594631
42.15284692;-79.99592197
42.15285592;-79.9958975
42.15286481;-79.99587302
42.15287391;-79.99584871
42.15288317;-79.99582443
42.15289243;-79.99580005
42.15290155;-79.99577558
42.15291046;-79.99575106
42.15291928;-79.99572664
42.1529281;-79.99570251
42.15293688;-79.99567833
42.15294554;-79.99565413
42.15295423;-79.99562987
42.15296299;-79.99560566
42.15297183;-79.99558143
42.15298065;-79.99555722
42.15298943;-79.99553283
42.15299818;-79.99550838
42.15300703;-79.99548401
42.1530159;-79.99545961
42.15302478;-79.9954352
42.15303374;-79.99541072
42.15304256;-79.99538615
42.15305143;-79.99536155
42.15306038;-79.99533709
42.15306939;-79.99531261
42.1530784;-79.99528808
42.15308741;-79.99526361
42.15309648;-79.9952391
42.15310558;-79.99521472
42.15311473;-79.99519043
42.15312371;-79.99516614
42.15313263;-79.9951418
42.15314157;-79.99511758
42.15315049;-79.99509337
42.15315945;-79.9950692
42.15316847;-79.99504517
42.15317747;-79.99502103
42.15318638;-79.99499684
42.1531954;-79.99497275
42.15320444;-79.99494866
42.15321348;-79.99492453
42.15322255;-79.9949005
42.15323162;-79.9948764
42.15324068;-79.99485223
42.15324984;-79.99482815
42.15325903;-79.99480402
42.15326809;-79.9947798
42.15327725;-79.99475557
42.15328638;-79.99473129
42.15329549;-79.99470695
42.15330462;-79.9946827
42.15331377;-79.99465846
42.15332281;-79.99463412
42.15333183;-79.9946098
42.15334083;-79.99458545
42.15334987;-79.99456113
42.15335892;-79.99453688
42.15336789;-79.99451261
42.15337672;-79.99448825
42.15338561;-79.99446396
42.15339457;-79.99443975
42.15340358;-79.99441562
42.15341253;-79.99439148
42.1534214;-79.99436727
42.15343029;-79.99434311
42.15343921;-79.99431904
42.15344809;-79.99429496
42.15345693;-79.99427085
42.15346583;-79.99424682
42.1534747;-79.99422271
42.15348347;-79.99419842
42.15349232;-79.99417427
42.15350124;-79.99415012
42.15351008;-79.99412596
42.1535189;-79.99410175
42.15352775;-79.99407757
42.15353661;-79.99405332
42.15354552;-79.99402901
42.15355437;-79.99400466
42.15356324;-79.99398027
42.15357218;-79.99395602
42.15358106;-79.99393171
42.15358986;-79.9939074
42.15359875;-79.99388314
42.1536076;-79.99385891
42.15361642;-79.99383458
42.15362538;-79.99381035
42.15363447;-79.99378619
42.1536435;-79.99376193
42.15365252;-79.9937377
42.15366155;-79.99371344
42.15367057;-79.99368923
42.15367971;-79.99366514
42.15368882;-79.99364108
42.15369776;-79.99361683
42.15370667;-79.99359252
42.15371561;-79.99356825
42.15372455;-79.99354395
42.15373353;-79.9935197
42.15374256;-79.99349542
42.15375151;-79.99347107
42.15376048;-79.99344674
42.15376939;-79.99342239
42.15377819;-79.99339795
42.15378696;-79.99337353
42.15379574;-79.99334915
42.15380447;-79.9933247
42.15381326;-79.99330034
42.15382202;-79.99327598
42.1538306;-79.99325153
42.15383918;-79.99322708
42.15384781;-79.99320272
42.1538565;-79.99317838
42.1538652;-79.99315409
42.15387389;-79.99312977
42.15388261;-79.99310541
42.15389139;-79.99308105
42.15390029;-79.99305672
42.15390927;-79.99303239
42.15391837;-79.99300814
42.15392744;-79.99298387
42.15393647;-79.99295953
42.15394552;-79.99293522
42.15395455;-79.99291088
42.15396353;-79.99288652
42.15397254;-79.99286222
42.15398163;-79.99283799
42.15399066;-79.99281372
42.15399964;-79.99278948
42.15400863;-79.99276525
42.15401758;-79.99274112
42.15402654;-79.99271693
42.15403544;-79.99269274
42.15404433;-79.99266849
42.15405327;-79.99264432
42.15406223;-79.99262009
42.1540712;-79.99259591
42.15408017;-79.9925717
42.15408905;-79.9925474
42.15409787;-79.9925231
42.15410685;-79.99249885
42.15411589;-79.99247461
42.15412486;-79.9924502
42.1541339;-79.99242585
42.15414298;-79.99240145
42.15415201;-79.99237704
42.15416108;-79.99235273
42.15417022;-79.99232851
42.15417932;-79.99230432
42.1541884;-79.99228013
42.15419743;-79.992256
42.15420638;-79.9922318
42.15421536;-79.99220768
42.15422434;-79.99218353
42.15423328;-79.9921594
42.15424216;-79.99213526
42.154251;-79.99211116
42.15425978;-79.99208703
42.15426864;-79.99206292
42.15427756;-79.99203881
42.15428649;-79.99201458
42.15429548;-79.99199041
42.15430454;-79.99196626
42.15431355;-79.99194209
42.15432255;-79.99191794
42.15433147;-79.9918937
42.15434036;-79.99186941
42.15434928;-79.99184512
42.15435817;-79.99182082
42.15436707;-79.99179652
42.15437609;-79.99177234
42.15438504;-79.9917481
42.1543938;-79.99172374
42.15440266;-79.99169945
42.15441157;-79.99167519
42.15442041;-79.99165078
42.15442944;-79.99162648
42.15443856;-79.99160219
42.15444734;-79.99157756
42.15445616;-79.99155291
42.15446528;-79.9915285
42.15447442;-79.99150411
42.15448349;-79.99147971
42.15449257;-79.99145531
42.15450138;-79.99143071
42.15451008;-79.99140607
42.15451901;-79.99138165
42.15452815;-79.99135736
42.15453723;-79.99133305
42.15454619;-79.99130866
42.15455512;-79.99128429
42.154564;-79.99125997
42.15457292;-79.99123563
42.15458187;-79.99121139
42.15459084;-79.99118716
42.15459981;-79.99116298
42.15460881;-79.99113876
42.15461792;-79.99111465
42.15462706;-79.99109053
42.15463607;-79.99106631
42.15464506;-79.99104213
42.15465414;-79.99101795
42.15466321;-79.99099375
42.1546723;-79.99096948
