Lat [deg],Lon [deg],Alt Ellips [m]
42.15528589,-79.98929302,178.2371
42.15527909,-79.98931167,178.2331
42.15527209,-79.98933031,178.2287
42.15526521,-79.98934894,178.2408
42.1552584,-79.98936769,178.2004
42.15525157,-79.98938628,178.2008
42.15524479,-79.98940495,178.1939
42.15523792,-79.98942358,178.1988
42.15523095,-79.98944209,178.1931
42.15522418,-79.98946067,178.1976
42.15521717,-79.98947903,178.2175
42.15521027,-79.98949765,178.1964
42.15520372,-79.98951643,178.1618
42.15519689,-79.989535,178.1679
42.15519006,-79.98955344,178.1837
42.15518317,-79.98957199,178.1815
42.15517642,-79.98959063,178.1587
42.15516944,-79.98960904,178.1687
42.15516269,-79.98962758,178.175
42.1551559,-79.98964617,178.1657
42.15514912,-79.98966468,178.158
42.15514231,-79.98968315,178.1647
42.15513548,-79.9897017,178.1398
42.15512863,-79.9897202,178.1468
42.15512174,-79.98973861,178.1614
42.15511504,-79.98975723,178.1535
42.15510823,-79.98977569,178.151
42.15510143,-79.9897942,178.1442
42.15509461,-79.98981265,178.1471
42.15508781,-79.98983112,178.1428
42.15508101,-79.98984964,178.138
42.15507425,-79.98986802,178.149
42.15506743,-79.98988651,178.1475
42.15506067,-79.98990483,178.1826
42.15505399,-79.98992339,178.155
42.15504708,-79.98994184,178.1415
42.15504024,-79.98996026,178.1421
42.15503358,-79.98997865,178.1332
42.15502664,-79.98999719,178.1414
42.15501989,-79.99001558,178.1495
42.15501311,-79.99003405,178.163
42.1550064,-79.99005241,178.1649
42.15499962,-79.99007081,178.1582
42.15499288,-79.99008924,178.163
42.15498603,-79.99010766,178.158
42.15497925,-79.99012605,178.1616
42.15497247,-79.99014446,178.1604
42.15496577,-79.99016291,178.1716
42.15495896,-79.99018133,178.1605
42.1549522,-79.99019975,178.1654
42.15494538,-79.99021818,178.1633
42.15493862,-79.99023657,178.1651
42.15493183,-79.99025503,178.1747
42.15492503,-79.99027349,178.1817
42.15491824,-79.99029196,178.1902
42.15491148,-79.99031041,178.1942
42.1549047,-79.99032883,178.1967
42.15489787,-79.9903473,178.1965
42.15489103,-79.99036577,178.204
42.15488424,-79.99038421,178.2062
42.15487752,-79.99040267,178.2284
42.15487072,-79.99042111,178.216
42.15486391,-79.99043957,178.2044
42.15485711,-79.99045804,178.212
42.15485031,-79.99047648,178.2158
42.15484345,-79.99049496,178.2191
42.15483667,-79.99051338,178.2189
42.15482985,-79.99053186,178.2281
42.15482304,-79.99055031,178.2198
42.15481614,-79.9905688,178.2145
42.15480928,-79.99058717,178.2253
42.15480257,-79.99060577,178.2078
42.15479573,-79.99062415,178.2172
42.15478892,-79.99064263,178.2165
42.154782,-79.99066113,178.2135
42.15477517,-79.99067958,178.2327
42.15476839,-79.99069806,178.2355
42.15476146,-79.9907166,178.2176
42.15475469,-79.99073513,178.2198
42.15474785,-79.99075357,178.2154
42.154741,-79.99077208,178.2327
42.15473415,-79.99079063,178.2277
42.15472743,-79.99080911,178.2205
42.15472054,-79.99082757,178.2394
42.15471372,-79.99084619,178.2182
42.15470684,-79.99086463,178.2299
42.15470005,-79.99088323,178.2149
42.15469311,-79.99090167,178.232
42.1546863,-79.9909202,178.2286
42.15467951,-79.99093876,178.2339
42.15467268,-79.99095732,178.2372
42.1546659,-79.99097594,178.2071
42.15465903,-79.99099443,178.2034
42.15465213,-79.99101294,178.2198
42.15464524,-79.99103146,178.2265
42.1546385,-79.99105006,178.2104
42.15463153,-79.99106854,178.2228
42.1546248,-79.99108734,178.182
42.1546179,-79.99110578,178.2045
42.15461106,-79.99112442,178.1989
42.15460424,-79.99114298,178.1901
42.15459738,-79.99116157,178.1855
42.15459051,-79.99118018,178.1893
42.15458369,-79.99119878,178.1916
42.15457683,-79.9912174,178.1851
42.15456999,-79.99123601,178.1791
42.15456313,-79.99125461,178.1842
42.15455631,-79.99127322,178.1865
42.15454948,-79.99129188,178.1794
42.15454265,-79.99131056,178.1801
42.15453584,-79.9913292,178.1685
42.154529,-79.9913478,178.1641
42.1545221,-79.99136643,178.1662
42.15451522,-79.99138507,178.1654
42.15450838,-79.99140368,178.1591
42.15450144,-79.99142223,178.1645
42.1544947,-79.99144099,178.1192
42.15448787,-79.99145966,178.111
42.15448105,-79.99147829,178.12
42.15447417,-79.99149697,178.1387
42.1544673,-79.99151568,178.1383
42.15446047,-79.99153433,178.1352
42.15445361,-79.99155305,178.1198
42.15444677,-79.99157164,178.1124
42.1544399,-79.99159034,178.1246
42.15443305,-79.99160903,178.1405
42.15442616,-79.99162772,178.1419
42.15441929,-79.99164636,178.1354
42.15441237,-79.99166497,178.1287
42.15440543,-79.99168358,178.1259
42.15439857,-79.99170219,178.1201
42.15439164,-79.9917209,178.1159
42.15438475,-79.99173951,178.1135
42.15437791,-79.9917582,178.1009
42.15437101,-79.99177683,178.1045
42.15436417,-79.99179551,178.0911
42.15435731,-79.99181414,178.0908
42.15435047,-79.99183282,178.09
42.15434361,-79.99185152,178.0813
42.15433676,-79.99187024,178.0798
42.1543299,-79.99188887,178.0734
42.15432306,-79.99190753,178.0655
42.15431625,-79.9919262,178.0588
42.15430938,-79.99194486,178.0636
42.15430251,-79.99196349,178.0593
42.15429564,-79.99198214,178.056
42.15428873,-79.9920008,178.0614
42.15428187,-79.99201942,178.06
42.15427503,-79.99203798,178.0493
42.1542681,-79.99205665,178.0511
42.15426123,-79.99207524,178.0438
42.15425433,-79.99209384,178.041
42.15424744,-79.99211247,178.0332
42.15424056,-79.99213111,178.028
42.15423369,-79.99214974,178.0245
42.1542268,-79.99216834,178.0232
42.15421991,-79.99218695,178.0193
42.15421304,-79.99220561,178.0179
42.15420619,-79.99222419,178.0108
42.15419932,-79.99224281,178.0133
42.15419244,-79.99226144,178.0094
42.15418556,-79.99228005,178.0018
42.15417871,-79.99229867,177.9941
42.15417185,-79.99231727,177.9858
42.15416495,-79.99233591,177.9796
42.15415804,-79.99235449,177.984
42.15415117,-79.9923731,177.9829
42.1541443,-79.99239173,177.9806
42.15413743,-79.99241032,177.9744
42.15413056,-79.99242895,177.9723
42.15412369,-79.99244755,177.969
42.15411684,-79.99246614,177.9633
42.15410993,-79.99248477,177.9655
42.15410308,-79.9925034,177.9563
42.15409623,-79.99252202,177.9507
42.15408936,-79.99254065,177.9509
42.15408249,-79.99255928,177.9528
42.15407564,-79.99257788,177.9494
42.15406876,-79.99259655,177.941
42.15406188,-79.99261522,177.9377
42.15405501,-79.99263384,177.933
42.15404816,-79.99265247,177.9253
42.15404131,-79.99267112,177.9246
42.15403445,-79.99268978,177.9207
42.1540276,-79.99270842,177.9124
42.15402075,-79.99272708,177.9024
42.15401388,-79.99274572,177.8983
42.15400701,-79.99276437,177.8929
42.15400016,-79.99278305,177.884
42.15399331,-79.99280171,177.8845
42.15398644,-79.9928204,177.8782
42.15397959,-79.99283903,177.8715
42.15397272,-79.99285768,177.8581
42.15396583,-79.99287632,177.853
42.15395893,-79.99289505,177.8579
42.15395205,-79.99291368,177.8595
42.15394517,-79.99293234,177.858
42.15393832,-79.992951,177.8482
42.15393144,-79.99296965,177.8434
42.15392455,-79.99298832,177.842
42.15391767,-79.99300696,177.8419
42.15391084,-79.99302564,177.8465
42.15390397,-79.99304431,177.8485
42.15389712,-79.99306299,177.8479
42.15389019,-79.99308165,177.8355
42.15388325,-79.99310032,177.8179
42.15387638,-79.99311905,177.8143
42.15386953,-79.99313769,177.8132
42.15386265,-79.99315637,177.803
42.15385578,-79.99317506,177.7997
42.1538489,-79.99319376,177.8048
42.15384202,-79.99321239,177.8047
42.15383517,-79.99323106,177.8005
42.15382831,-79.99324975,177.7954
42.15382145,-79.99326846,177.7905
42.15381459,-79.99328712,177.7916
42.15380769,-79.9933058,177.7955
42.15380082,-79.99332445,177.7937
42.15379397,-79.99334312,177.7877
42.1537871,-79.99336183,177.7767
42.15378024,-79.99338052,177.7725
42.15377338,-79.99339918,177.7637
42.1537665,-79.99341783,177.7631
42.1537596,-79.99343649,177.7666
42.15375274,-79.99345516,177.7628
42.15374589,-79.99347384,177.765
42.15373901,-79.99349249,177.7629
42.15373213,-79.99351116,177.762
42.15372526,-79.99352984,177.7707
42.15371836,-79.99354852,177.7659
42.15371147,-79.99356716,177.7652
42.15370461,-79.99358581,177.764
42.15369774,-79.9936045,177.7679
42.15369084,-79.99362317,177.7623
42.15368399,-79.9936418,177.7641
42.15367709,-79.99366044,177.7742
42.15367021,-79.9936791,177.769
42.15366334,-79.99369779,177.7713
42.15365649,-79.99371645,177.7694
42.15364964,-79.9937351,177.7645
42.15364274,-79.99375374,177.7648
42.15363588,-79.99377239,177.7656
42.153629,-79.99379107,177.7606
42.15362212,-79.9938097,177.7578
42.15361523,-79.99382834,177.759
42.15360836,-79.99384699,177.756
42.15360149,-79.99386564,177.761
42.15327808,-79.99474416,177.7796
42.15327122,-79.99476291,177.7738
42.15326431,-79.9947817,177.7729
42.15325746,-79.99480043,177.7805
42.15325051,-79.99481925,177.7805
42.15324356,-79.99483804,177.7737
42.15323665,-79.99485678,177.7685
42.15322977,-79.99487565,177.7697
42.1532228,-79.99489442,177.7709
42.15321589,-79.99491318,177.7699
42.15320893,-79.99493195,177.765
42.15320198,-79.99495075,177.7668
42.15319511,-79.99496953,177.7619
42.15318817,-79.99498836,177.7703
42.1531813,-79.99500718,177.7687
42.15317438,-79.99502601,177.7619
42.15316745,-79.99504484,177.7638
42.15316053,-79.99506365,177.7593
42.15315362,-79.99508246,177.7633
42.15314671,-79.99510128,177.7664
42.15313983,-79.99512014,177.7661
42.15313293,-79.99513897,177.7655
42.15312595,-79.99515779,177.7538
42.15311896,-79.99517663,177.7418
42.15311201,-79.99519545,177.7448
42.1531051,-79.99521428,177.7516
42.15309813,-79.99523313,177.7499
42.15309121,-79.99525197,177.7525
42.15308429,-79.99527077,177.7559
42.15307724,-79.99528966,177.746
42.15307033,-79.99530852,177.7498
42.15306339,-79.99532735,177.7528
42.15305647,-79.99534617,177.7575
42.15304944,-79.99536509,177.7523
42.15304256,-79.99538394,177.7481
42.1530356,-79.99540282,177.7526
42.15302862,-79.99542172,177.7516
42.15302169,-79.99544055,177.7371
42.15301472,-79.99545945,177.7343
42.15300776,-79.99547827,177.737
42.15300085,-79.99549717,177.7375
42.15299384,-79.99551609,177.7367
42.15298699,-79.99553497,177.743
42.15298003,-79.99555386,177.7389
42.15297305,-79.99557278,177.7385
42.15296611,-79.99559176,177.7508
42.15295913,-79.99561051,177.7459
42.15295218,-79.99562943,177.7577
42.15294525,-79.99564834,177.7545
42.15293827,-79.99566728,177.756
42.1529313,-79.99568616,177.7494
42.15292434,-79.99570503,177.7352
42.15291734,-79.99572394,177.7279
42.15291038,-79.99574283,177.735
42.15290344,-79.99576179,177.7455
42.15289652,-79.99578072,177.7531
42.15288959,-79.99579967,177.7545
42.15288264,-79.99581861,177.7426
42.15287564,-79.99583751,177.7373
42.1528687,-79.99585641,177.7442
42.15286167,-79.99587534,177.7556
42.15285465,-79.99589429,177.7598
42.15284774,-79.99591324,177.7642
42.15284076,-79.9959322,177.7562
42.15283383,-79.9959511,177.7597
42.15282682,-79.99597007,177.7549
42.1528198,-79.99598905,177.7619
42.15281287,-79.99600804,177.7725
42.15280585,-79.99602692,177.7624
42.15279888,-79.99604586,177.7549
42.15279194,-79.99606483,177.7592
42.15278499,-79.99608384,177.7589
42.15277801,-79.99610279,177.7508
42.15277106,-79.99612178,177.7516
42.15276413,-79.99614074,177.7477
42.15275721,-79.99615969,177.7572
42.15275024,-79.99617872,177.7625
42.15274325,-79.99619771,177.7645
42.15273628,-79.99621668,177.7719
42.15272927,-79.99623568,177.7664
42.15272227,-79.99625468,177.7651
42.15271533,-79.9962736,177.7653
42.15270827,-79.99629266,177.7843
42.1527013,-79.99631161,177.7779
42.15269434,-79.99633063,177.7878
42.15268727,-79.99634962,177.7714
42.15268031,-79.99636863,177.776
42.15267339,-79.99638773,177.7904
42.1526664,-79.99640669,177.7947
42.15265946,-79.99642575,177.8013
42.15265241,-79.99644472,177.7864
42.15264546,-79.99646379,177.7911
42.1526385,-79.99648279,177.7996
42.15263145,-79.99650183,177.7909
42.15262445,-79.99652088,177.7916
42.1526175,-79.99653995,177.7896
42.15261043,-79.99655896,177.7821
42.15260346,-79.99657801,177.7932
42.15259643,-79.99659705,177.7865
42.15258944,-79.9966161,177.7936
42.15258236,-79.99663517,177.7921
42.15257541,-79.99665419,177.7952
42.15256841,-79.99667323,177.789
42.15256138,-79.99669231,177.7908
42.15255437,-79.99671138,177.7831
42.15254733,-79.99673048,177.7839
42.15254029,-79.99674954,177.788
42.15253323,-79.99676854,177.7731
42.15252623,-79.99678761,177.7786
42.15251915,-79.99680672,177.7796
42.15251214,-79.99682581,177.7745
42.15250509,-79.9968449,177.7617
42.15249808,-79.99686396,177.7742
42.15249102,-79.996883,177.7707
42.1524839,-79.99690207,177.7683
42.15247685,-79.99692113,177.7687
42.15246979,-79.99694025,177.7697
42.15246278,-79.99695934,177.7698
42.15245571,-79.99697843,177.7639
42.15244869,-79.9969975,177.7625
42.15244168,-79.99701665,177.771
42.15243458,-79.99703574,177.7593
42.15242758,-79.99705487,177.7555
42.15242064,-79.99707398,177.7516
42.1524136,-79.99709313,177.7564
42.15240665,-79.99711228,177.7584
42.15239968,-79.99713147,177.765
42.15239267,-79.9971506,177.7606
42.15238559,-79.99716969,177.7435
42.1523786,-79.99718887,177.7485
42.15237162,-79.99720797,177.7616
42.15236453,-79.99722711,177.7654
42.15235751,-79.9972463,177.7786
42.15235048,-79.99726542,177.7868
42.15234348,-79.99728452,177.788
42.15233642,-79.99730368,177.7874
42.15232937,-79.99732281,177.7867
42.15232232,-79.99734194,177.7913
42.15231525,-79.99736107,177.7935
42.15230828,-79.99738026,177.7986
42.15230116,-79.99739936,177.7985
42.1522941,-79.99741852,177.7901
42.15228711,-79.99743771,177.7944
42.15228006,-79.99745686,177.7991
42.15227302,-79.997476,177.7819
42.15226594,-79.99749513,177.7911
42.15225886,-79.99751426,177.7894
42.15225182,-79.99753339,177.7956
42.15224476,-79.99755254,177.8014
42.15223765,-79.9975717,177.8066
42.15223061,-79.99759082,177.8091
42.15222353,-79.99761,177.8245
42.15221644,-79.99762913,177.8239
42.1522093,-79.99764832,177.8262
42.1522023,-79.99766752,177.8408
42.15219524,-79.99768668,177.8502
42.15218818,-79.99770584,177.8528
42.15218115,-79.99772503,177.8504
42.15217416,-79.99774424,177.8525
42.15216709,-79.99776344,177.8347
42.15216009,-79.99778267,177.8519
42.152153,-79.99780188,177.8491
42.15214603,-79.99782109,177.8595
42.15213898,-79.99784032,177.8554
42.15213191,-79.99785957,177.8505
42.15212493,-79.99787879,177.8514
42.15211784,-79.99789802,177.8581
42.15211077,-79.99791721,177.8619
42.1521036,-79.99793637,177.8571
42.15209662,-79.9979556,177.8536
42.15208953,-79.99797479,177.8478
42.15208239,-79.99799403,177.8401
42.15207542,-79.99801326,177.8555
42.15206829,-79.99803248,177.8551
42.15206123,-79.99805174,177.8483
42.15205412,-79.99807094,177.8575
42.15204712,-79.99809027,177.8625
42.15204002,-79.99810952,177.8576
42.15203302,-79.99812875,177.8654
42.15202587,-79.99814806,177.8738
42.15201876,-79.99816729,177.8583
42.15201166,-79.9981866,177.8723
42.15200457,-79.99820589,177.8633
42.15199752,-79.99822513,177.8578
42.15199044,-79.99824449,177.8658
42.15198338,-79.99826376,177.865
42.15197629,-79.99828309,177.8596
42.15196922,-79.99830231,177.8533
42.1519621,-79.99832163,177.849
42.15195493,-79.99834094,177.8357
42.15194783,-79.99836021,177.8288
42.15194068,-79.99837955,177.824
42.15193362,-79.99839884,177.8141
42.15192655,-79.99841815,177.8094
42.15191948,-79.99843756,177.8054
42.15191241,-79.99845683,177.8006
42.15190528,-79.99847615,177.7974
42.15189816,-79.99849546,177.7825
42.15189102,-79.99851477,177.7944
42.15188383,-79.99853403,177.8144
42.15187665,-79.99855337,177.8017
42.15186958,-79.9985728,177.8057
42.15186245,-79.99859211,177.8013
42.1518552,-79.99861136,177.8191
42.15184807,-79.99863069,177.8211
42.15184109,-79.99865022,177.8041
42.151834,-79.99866953,177.821
42.15182677,-79.99868886,177.8022
42.15181964,-79.99870824,177.8079
42.15181249,-79.99872767,177.8044
42.15180533,-79.99874709,177.7926
42.15179818,-79.99876651,177.7899
42.15179107,-79.99878595,177.7934
42.15178388,-79.99880537,177.7914
42.15177679,-79.99882493,177.803
42.15176966,-79.99884438,177.8108
42.15176241,-79.99886391,177.8164
42.15175528,-79.99888341,177.8162
42.1517481,-79.99890294,177.8158
42.15174097,-79.99892249,177.8077
42.1517338,-79.99894205,177.8082
42.1517265,-79.99896158,177.7813
42.15171927,-79.99898113,177.7948
42.15171212,-79.99900071,177.8087
42.1517049,-79.9990203,177.803
42.15169761,-79.99903994,177.7926
42.15169042,-79.99905953,177.7935
42.15168316,-79.99907918,177.7897
42.151676,-79.99909882,177.8023
42.15166881,-79.99911846,177.8001
42.15166156,-79.99913818,177.8027
42.1516543,-79.99915783,177.7971
42.1516471,-79.99917753,177.7963
42.15163989,-79.99919726,177.7908
42.15163258,-79.99921696,177.7763
42.15162522,-79.99923664,177.7693
42.15161804,-79.99925647,177.7756
42.15161076,-79.99927624,177.793
42.15160355,-79.999296,177.7906
42.15159608,-79.99931578,177.757
42.15158884,-79.99933561,177.7587
42.1515816,-79.99935547,177.7844
42.1515742,-79.99937528,177.7953
42.15156687,-79.99939513,177.8103
42.15155958,-79.9994151,177.8022
42.15155225,-79.99943494,177.7724
42.15154494,-79.99945483,177.7536
42.15153763,-79.99947475,177.7666
42.15153027,-79.99949469,177.7843
42.15152288,-79.99951466,177.8036
42.15151558,-79.99953464,177.7785
42.15150827,-79.99955466,177.7519
42.15150082,-79.99957457,177.7454
42.15149339,-79.99959449,177.7382
42.15148606,-79.99961455,177.755
42.15147864,-79.9996346,177.7451
42.1514713,-79.99965466,177.7382
42.15146403,-79.99967473,177.72
42.15145665,-79.99969475,177.7218
42.15144913,-79.99971472,177.703
42.15144174,-79.99973485,177.7139
42.15143432,-79.99975492,177.7157
42.15142699,-79.99977503,177.7349
42.15141956,-79.99979511,177.7291
42.15141218,-79.9998153,177.7331
42.15140465,-79.99983541,177.7186
42.15139723,-79.9998555,177.7285
42.15138982,-79.99987561,177.7355
42.15138239,-79.9998957,177.7276
42.15137495,-79.99991586,177.7254
42.15136757,-79.99993606,177.7402
42.15136015,-79.99995622,177.7304
42.15135281,-79.99997639,177.7396
42.15134535,-79.99999662,177.7571
42.1513379,-80.00001681,177.7497
42.15133057,-80.00003704,177.7433
42.15132314,-80.00005724,177.7149
42.15131571,-80.00007748,177.7018
42.15130836,-80.00009778,177.7262
42.15130098,-80.00011806,177.747
42.15129356,-80.00013831,177.7599
42.15128602,-80.00015852,177.7447
42.15127863,-80.00017869,177.7473
42.15127122,-80.00019883,177.7585
42.15126371,-80.000219,177.7625
42.15125632,-80.00023917,177.7748
42.15124903,-80.00025929,177.781
42.15124161,-80.00027939,177.7718
42.15123413,-80.00029951,177.7571
42.15122675,-80.00031958,177.7619
42.15121936,-80.00033966,177.7611
42.151212,-80.00035973,177.7745
42.15120465,-80.00037982,177.7939
42.15119714,-80.00039982,177.7795
42.15118972,-80.00041983,177.7818
42.15118236,-80.00043994,177.7632
42.15117488,-80.00045991,177.7634
42.15116748,-80.00047992,177.7861
42.15116001,-80.00049994,177.7982
42.15115266,-80.00051998,177.8058
42.1511452,-80.00054004,177.8042
42.15113785,-80.00056,177.8
42.15113046,-80.00058,177.802
42.15112308,-80.00060003,177.818
42.15111572,-80.00062005,177.8283
42.15110837,-80.00064005,177.8284
42.15110098,-80.00066007,177.8318
42.15109356,-80.0006801,177.8347
42.15108618,-80.00070012,177.8373
42.15107886,-80.0007201,177.832
42.15107151,-80.00074006,177.8417
42.1510642,-80.00076009,177.853
42.15105677,-80.00078007,177.8643
42.15104946,-80.00080011,177.8697
42.15104205,-80.00082,177.8558
42.15103461,-80.00083991,177.8566
42.15102716,-80.00085987,177.8607
42.15101983,-80.00087986,177.8732
42.15101246,-80.00089986,177.8913
42.1510051,-80.00091986,177.8819
42.15099778,-80.0009398,177.8549
42.1509905,-80.0009598,177.8383
42.15098308,-80.00097981,177.8443
42.15097574,-80.00099984,177.878
42.15096841,-80.00101982,177.8818
42.15096104,-80.00103981,177.8572
42.15095377,-80.00105976,177.8389
42.15094637,-80.00107973,177.828
42.15093896,-80.00109967,177.8344
42.15093154,-80.00111964,177.8456
42.15092417,-80.00113956,177.8349
42.15091682,-80.00115947,177.8248
42.15090948,-80.00117944,177.8301
42.15090216,-80.0011994,177.8413
42.15089474,-80.00121938,177.8423
42.15088744,-80.00123928,177.8338
42.15088009,-80.0012592,177.8106
42.1508728,-80.00127919,177.8339
42.15086544,-80.0012991,177.8515
42.15085811,-80.001319,177.8497
42.1508507,-80.00133893,177.8209
42.15084343,-80.00135884,177.8196
42.15083607,-80.00137873,177.8176
42.15082871,-80.00139863,177.8414
42.15082139,-80.00141861,177.8334
42.15081409,-80.00143851,177.8116
42.15080683,-80.0014584,177.8092
42.15079949,-80.00147828,177.8159
42.15079213,-80.00149818,177.8377
42.15078483,-80.00151806,177.8432
42.15077746,-80.00153791,177.8286
42.15077015,-80.00155772,177.8254
42.15076287,-80.0015775,177.8488
42.15075558,-80.00159732,177.8499
42.15074829,-80.00161716,177.8679
42.15074099,-80.00163697,177.8551
42.1507337,-80.00165667,177.827
42.15072645,-80.00167643,177.8118
42.15071915,-80.00169614,177.8366
42.1507118,-80.00171587,177.8566
42.15070453,-80.00173553,177.8589
42.15069723,-80.00175525,177.8469
42.15069009,-80.0017749,177.8378
42.1506829,-80.00179453,177.8367
42.15067563,-80.00181422,177.8301
42.15066837,-80.00183383,177.8384
42.15066123,-80.00185344,177.8478
42.15065404,-80.00187294,177.8285
42.15064683,-80.00189244,177.8143
42.15063963,-80.00191199,177.8165
42.15063248,-80.00193141,177.8275
42.15062518,-80.00195077,177.8151
42.15061794,-80.00197019,177.8227
42.15061076,-80.00198955,177.8198
42.15060364,-80.00200893,177.8207
42.15059653,-80.00202825,177.8207
42.15058936,-80.00204757,177.8243
42.15058229,-80.00206681,177.8333
42.15057532,-80.00208608,177.8349
42.15056829,-80.00210541,177.8395
42.15056125,-80.00212458,177.8426
42.15055421,-80.00214369,177.8339
42.1505471,-80.00216276,177.8208
42.15054012,-80.0021818,177.8091
42.15053317,-80.00220088,177.8197
42.15052621,-80.00221997,177.836
42.15051933,-80.00223905,177.8497
42.15051242,-80.00225801,177.8313
42.15050543,-80.00227691,177.8177
42.15049832,-80.00229575,177.7933
42.15049141,-80.0023146,177.7953
42.15048442,-80.00233336,177.792
42.15047749,-80.00235219,177.8156
42.15047051,-80.00237096,177.8153
42.15046354,-80.00238974,177.8091
42.15045659,-80.00240853,177.8014
42.15044982,-80.00242723,177.8072
42.15044295,-80.00244593,177.8066
42.15043602,-80.00246465,177.7953
42.15042916,-80.00248329,177.8028
42.15042235,-80.00250192,177.8061
42.15041546,-80.00252058,177.7921
42.15040872,-80.00253913,177.7998
42.15040188,-80.00255777,177.8095
42.15039501,-80.00257625,177.803
42.15038821,-80.00259475,177.8186
42.15038145,-80.00261328,177.7902
42.15037461,-80.0026317,177.7855
42.1503678,-80.00265017,177.8055
42.15036101,-80.00266858,177.8106
42.15035429,-80.00268696,177.821
42.15034753,-80.00270535,177.7976
42.15034075,-80.00272362,177.7927
42.15033399,-80.00274196,177.7931
42.15032745,-80.00276027,177.8024
42.15032063,-80.00277853,177.8024
42.15031406,-80.00279675,177.7983
42.15030741,-80.00281494,177.8024
42.15030079,-80.0028331,177.8136
42.15029417,-80.00285123,177.8209
42.15028747,-80.00286926,177.806
42.15028086,-80.00288735,177.8065
42.15027422,-80.0029054,177.8033
42.15026766,-80.00292329,177.8006
42.15026108,-80.00294126,177.7903
42.15025443,-80.00295914,177.7781
42.15024781,-80.00297701,177.7667
42.1502413,-80.00299486,177.7785
42.15023477,-80.00301273,177.8008
42.15022816,-80.00303046,177.811
42.15022178,-80.0030483,177.8173
42.15021522,-80.00306597,177.82
42.15020862,-80.00308377,177.7828
42.15020224,-80.0031015,177.7806
42.1501958,-80.00311916,177.7952
42.15018923,-80.00313688,177.7746
42.1501828,-80.00315446,177.7912
42.1501763,-80.00317201,177.7869
42.15016986,-80.00318959,177.794
42.15016344,-80.00320704,177.7956
42.15015698,-80.00322452,177.7903
42.15015047,-80.00324196,177.81
42.15014396,-80.0032593,177.8273
42.15013762,-80.00327676,177.7999
42.15013122,-80.00329412,177.7867
42.15012482,-80.00331139,177.78
42.15011844,-80.00332869,177.7821
42.15011214,-80.00334601,177.7819
42.15010576,-80.00336328,177.7821
42.15009945,-80.00338048,177.7759
42.15009314,-80.00339766,177.7611
42.15008691,-80.00341487,177.7429
42.15008069,-80.00343203,177.7428
42.15007439,-80.00344914,177.7462
42.1500681,-80.00346625,177.7428
42.15006189,-80.00348332,177.7489
42.1500556,-80.00350027,177.7555
42.15004934,-80.00351738,177.7421
42.15004326,-80.00353433,177.7422
42.15003695,-80.00355125,177.7282
42.15003073,-80.00356803,177.7539
42.15002448,-80.00358489,177.7572
42.15001836,-80.00360183,177.7567
42.15001225,-80.00361865,177.7541
42.15000604,-80.00363541,177.7526
42.14999993,-80.00365219,177.7668
42.14999378,-80.00366884,177.7707
42.14998755,-80.00368558,177.7676
42.14998141,-80.00370224,177.7627
42.14997528,-80.00371884,177.7576
42.1499692,-80.00373542,177.7691
42.14996321,-80.00375201,177.7917
42.14995711,-80.00376847,177.7924
42.14995101,-80.00378498,177.7827
42.14994498,-80.00380152,177.7802
42.1499387,-80.00381788,177.7711
42.14993286,-80.00383431,177.8016
42.14992668,-80.00385058,177.8045
42.14992071,-80.00386688,177.8243
42.1499147,-80.00388321,177.8047
42.14990875,-80.00389954,177.8303
42.1499028,-80.00391574,177.8237
42.14989679,-80.00393191,177.815
42.14989087,-80.00394812,177.8015
42.14988499,-80.00396433,177.8021
42.149879,-80.00398039,177.8108
42.14987303,-80.00399643,177.839
42.14986735,-80.00401265,177.8209
42.14986151,-80.00402868,177.8326
42.14985564,-80.00404469,177.8301
42.14984963,-80.00406062,177.8084
42.14984377,-80.00407649,177.8129
42.14983787,-80.00409238,177.8131
42.14983196,-80.00410822,177.8099
42.14982613,-80.00412406,177.8141
42.14982024,-80.00413984,177.8177
42.14981442,-80.00415559,177.8181
42.1498086,-80.00417122,177.8232
42.1498028,-80.00418686,177.8329
42.14979708,-80.00420256,177.8273
42.14979138,-80.00421817,177.8229
42.14978557,-80.00423376,177.8263
42.14977975,-80.00424924,177.8285
42.14977411,-80.0042648,177.8291
42.14976852,-80.00428042,177.8103
42.14976274,-80.00429577,177.8281
42.14975711,-80.00431128,177.7982
42.14975138,-80.00432655,177.8147
42.1497458,-80.00434198,177.8044
42.14974025,-80.00435729,177.8087
42.14973465,-80.00437267,177.8032
42.14972885,-80.00438772,177.8008
42.14972327,-80.00440295,177.8023
42.1497178,-80.00441827,177.7666
42.14971215,-80.00443331,177.7894
42.14970653,-80.00444835,177.7925
42.14970097,-80.00446336,177.8014
42.14969549,-80.00447848,177.7823
42.14968987,-80.00449336,177.8001
42.14968423,-80.00450814,177.8152
42.14967881,-80.00452325,177.7906
42.14967337,-80.00453822,177.7764
42.14966777,-80.00455286,177.7947
42.14966229,-80.00456758,177.7916
42.1496568,-80.00458235,177.8128
42.1496514,-80.00459711,177.7957
42.14964588,-80.00461174,177.7958
42.14964043,-80.00462646,177.7837
42.14963503,-80.00464092,177.8086
42.14962966,-80.00465555,177.8017
42.14962426,-80.00467006,177.7894
42.14961889,-80.00468455,177.7903
42.14961359,-80.00469892,177.7954
42.1496082,-80.00471327,177.8021
42.14960287,-80.00472756,177.8117
