Lat [deg],Lon [deg],Alt Ellips [m]
42.16011243,-79.97383194,188.6742
42.16010531,-79.97385139,188.6721
42.16009816,-79.97387085,188.6714
42.16009105,-79.97389032,188.672
42.16008391,-79.97390979,188.6768
42.16007678,-79.97392925,188.6696
42.16006964,-79.97394869,188.6685
42.1600625,-79.97396818,188.6674
42.16005534,-79.97398766,188.6726
42.16004819,-79.97400711,188.6778
42.16004101,-79.97402656,188.6832
42.16003386,-79.97404602,188.6841
42.16002672,-79.97406549,188.6897
42.16001958,-79.97408496,188.6912
42.16001242,-79.97410443,188.6915
42.16000526,-79.97412388,188.6919
42.15999812,-79.97414333,188.6931
42.15999096,-79.97416279,188.6933
42.15998383,-79.97418226,188.6903
42.15997669,-79.9742017,188.6939
42.15996955,-79.97422114,188.6923
42.15996237,-79.97424058,188.694
42.15995522,-79.97425999,188.6857
42.15994807,-79.97427941,188.6895
42.15994095,-79.97429882,188.6916
42.1599338,-79.97431823,188.6966
42.15992664,-79.97433763,188.6916
42.15991948,-79.97435699,188.6901
42.15991233,-79.97437638,188.6835
42.15990521,-79.97439575,188.6804
42.15989808,-79.97441513,188.6785
42.15989096,-79.97443449,188.6748
42.15988386,-79.97445386,188.6661
42.15987676,-79.97447325,188.6625
42.15986963,-79.97449263,188.6607
42.1598625,-79.974512,188.6569
42.15985541,-79.97453138,188.657
42.15984831,-79.97455078,188.6503
42.15984118,-79.97457017,188.6433
42.15983406,-79.97458953,188.6415
42.15982694,-79.97460888,188.6423
42.15981982,-79.97462823,188.6361
42.15981271,-79.97464761,188.6302
42.15980561,-79.97466696,188.6241
42.1597985,-79.97468629,188.6131
42.15979139,-79.97470561,188.6106
42.15978431,-79.97472492,188.6015
42.15977725,-79.97474428,188.6013
42.1597702,-79.97476356,188.5929
42.15976312,-79.97478286,188.5878
42.15975605,-79.97480218,188.5877
42.15974898,-79.97482148,188.5832
42.15974192,-79.97484078,188.5881
42.15973486,-79.97486008,188.5918
42.15972778,-79.97487937,188.5848
42.15972072,-79.97489863,188.5831
42.15971366,-79.97491786,188.5888
42.15970659,-79.97493714,188.5973
42.15969953,-79.97495638,188.6027
42.15969248,-79.97497563,188.6068
42.15968542,-79.97499488,188.6117
42.1596784,-79.97501409,188.6112
42.15967138,-79.97503326,188.6094
42.15966435,-79.97505242,188.6137
42.15965732,-79.9750716,188.6129
42.15965033,-79.97509078,188.6143
42.15964331,-79.97510999,188.6092
42.15963632,-79.97512915,188.6148
42.15962931,-79.97514829,188.6132
42.15962227,-79.97516745,188.618
42.15961525,-79.9751866,188.6156
42.15960823,-79.97520573,188.6117
42.15960123,-79.97522483,188.6027
42.15959416,-79.97524396,188.6035
42.15958715,-79.97526303,188.5979
42.15958012,-79.97528213,188.5896
42.15957311,-79.97530122,188.579
42.15956611,-79.97532031,188.5754
42.15955911,-79.97533943,188.5679
42.15955209,-79.97535852,188.564
42.15954508,-79.97537759,188.5571
42.15953808,-79.97539668,188.5513
42.15953109,-79.97541578,188.5443
42.1595241,-79.97543486,188.5326
42.15951713,-79.97545396,188.5255
42.15951019,-79.97547304,188.5151
42.15950322,-79.97549214,188.5024
42.15949628,-79.97551126,188.495
42.15948935,-79.9755304,188.4885
42.15948242,-79.97554955,188.479
42.1594755,-79.97556868,188.4699
42.15946861,-79.97558782,188.4553
42.15946173,-79.97560698,188.4559
42.15945484,-79.97562609,188.4471
42.159448,-79.97564525,188.4381
42.15944117,-79.9756644,188.4207
42.15943439,-79.97568356,188.4086
42.15942765,-79.9757027,188.392
42.1594209,-79.97572189,188.3943
42.15941414,-79.97574107,188.3867
42.15940743,-79.97576027,188.377
42.15940071,-79.97577948,188.366
42.15939404,-79.9757987,188.3624
42.1593874,-79.97581793,188.3558
42.15938076,-79.97583719,188.3485
42.15937413,-79.97585642,188.3376
42.15936752,-79.97587566,188.3323
42.15936089,-79.97589489,188.3262
42.15935427,-79.97591414,188.3205
42.15934769,-79.97593337,188.3077
42.15934112,-79.97595262,188.3048
42.15933458,-79.97597189,188.2898
42.15932805,-79.97599118,188.2839
42.15932151,-79.97601047,188.2734
42.15931498,-79.97602977,188.2688
42.15930847,-79.97604904,188.2652
42.15930204,-79.97606837,188.2465
42.15929557,-79.97608771,188.2321
42.15928916,-79.97610704,188.2177
42.15928276,-79.97612638,188.212
42.15927633,-79.97614574,188.1973
42.15926992,-79.97616507,188.1904
42.15926356,-79.97618441,188.1758
42.15925719,-79.97620376,188.1528
42.15925087,-79.97622313,188.1393
42.15924455,-79.97624249,188.125
42.15923823,-79.97626185,188.111
42.15923192,-79.97628126,188.0987
42.15922565,-79.97630067,188.0799
42.15921937,-79.97632009,188.0691
42.15921312,-79.9763395,188.0609
42.15920686,-79.97635895,188.0531
42.15920063,-79.97637842,188.0504
42.15919441,-79.97639788,188.048
42.15918817,-79.97641734,188.0449
42.15918196,-79.97643682,188.04
42.15917579,-79.97645628,188.0345
42.15916965,-79.97647579,188.0346
42.15916352,-79.97649527,188.0382
42.15915741,-79.97651477,188.0418
42.15915129,-79.97653426,188.0446
42.15914519,-79.97655374,188.0386
42.15913912,-79.97657319,188.0328
42.15913303,-79.97659271,188.0361
42.15912703,-79.97661221,188.0322
42.15912097,-79.97663173,188.0314
42.15911495,-79.97665125,188.0261
42.15910893,-79.97667078,188.0226
42.15910292,-79.97669031,188.0246
42.15909696,-79.97670988,188.0243
42.15909102,-79.97672944,188.0248
42.1590851,-79.97674902,188.0251
42.15907921,-79.97676858,188.0163
42.15907332,-79.97678819,188.0259
42.15906745,-79.97680774,188.013
42.15906163,-79.9768273,188.008
42.1590558,-79.97684694,188.0019
42.15905,-79.97686657,187.9982
42.15904422,-79.97688619,188.0007
42.15903837,-79.97690581,187.9983
42.15903258,-79.97692541,187.9952
42.15902687,-79.97694499,187.9973
42.1590211,-79.97696457,187.9884
42.15901541,-79.97698422,187.9837
42.15900972,-79.97700383,187.9866
42.15900403,-79.97702345,187.9837
42.15899833,-79.97704301,188.0092
42.15899252,-79.97706254,188.0489
42.15898699,-79.97708227,188.0225
42.15898135,-79.977102,188.0069
42.15897572,-79.97712162,188.009
42.15897017,-79.97714121,188.0069
42.15896458,-79.97716091,188.0089
42.15895904,-79.9771806,188.0075
42.15895346,-79.9772003,188.0106
42.15894793,-79.97721994,188.0082
42.15894082,-79.97724097,185.6407
42.15893504,-79.97726079,185.6581
42.15892914,-79.97728044,185.3291
42.15892369,-79.97730019,185.2154
42.15891818,-79.97731994,185.1883
42.15891274,-79.97733945,185.1721
42.158907,-79.97735902,185.1418
42.15890107,-79.97737865,185.0444
42.1588952,-79.97739831,184.9576
42.15888942,-79.97741808,184.9058
42.15888387,-79.97743775,184.8765
42.1588784,-79.97745749,184.8596
42.15887298,-79.97747737,184.8268
42.15886755,-79.97749722,184.7948
42.15886233,-79.97751712,184.783
42.15885703,-79.9775369,184.7639
42.15885166,-79.97755672,184.7442
42.15884637,-79.97757659,184.7387
42.15884107,-79.97759645,184.722
42.15883568,-79.97761635,184.6892
42.15883038,-79.97763635,184.6696
42.15882503,-79.97765629,184.6522
42.15881958,-79.97767626,184.6406
42.15881422,-79.97769618,184.64
42.15880883,-79.97771611,184.6386
42.15880342,-79.97773606,184.6216
42.15879814,-79.977756,184.6094
42.15879282,-79.977776,184.6043
42.15878754,-79.97779596,184.5913
42.15878232,-79.97781591,184.5901
42.15877713,-79.97783597,184.5969
42.15877188,-79.97785589,184.5899
42.15876661,-79.97787584,184.5862
42.15876138,-79.97789579,184.5902
42.15875618,-79.97791575,184.5923
42.15875098,-79.97793569,184.5869
42.15874576,-79.97795565,184.5848
42.15874055,-79.97797561,184.5778
42.15873537,-79.97799554,184.5819
42.1587301,-79.97801552,184.566
42.15872462,-79.97803544,184.542
42.15871936,-79.97805544,184.5255
42.15871404,-79.97807543,184.5119
42.15870885,-79.97809539,184.5022
42.15870351,-79.97811533,184.4753
42.15869824,-79.97813537,184.4593
42.15869301,-79.97815539,184.4558
42.15868784,-79.97817538,184.4359
42.1586826,-79.97819545,184.4165
42.1586774,-79.97821549,184.412
42.15867215,-79.97823556,184.4024
42.15866682,-79.97825565,184.3996
42.15866156,-79.97827569,184.3898
42.15865632,-79.97829579,184.3863
42.1586511,-79.97831582,184.3789
42.15864589,-79.97833592,184.365
42.15864061,-79.97835602,184.3598
42.1586355,-79.97837615,184.3483
42.15863028,-79.97839628,184.3332
42.15862521,-79.97841642,184.3257
42.1586201,-79.97843648,184.2955
42.1586149,-79.97845666,184.2761
42.15860973,-79.97847679,184.2663
42.15860463,-79.97849692,184.2576
42.15859945,-79.97851702,184.2413
42.1585942,-79.97853715,184.2345
42.15858909,-79.97855732,184.2429
42.15858383,-79.9785774,184.2238
42.15857872,-79.97859751,184.2386
42.15857358,-79.97861768,184.2296
42.15856833,-79.97863779,184.2177
42.15856313,-79.97865791,184.2089
42.15855784,-79.978678,184.2043
42.15855256,-79.97869812,184.2038
42.15854732,-79.97871828,184.2042
42.15854206,-79.9787384,184.1966
42.15853683,-79.97875852,184.1891
42.15853161,-79.97877867,184.1891
42.15852639,-79.97879883,184.1937
42.15852117,-79.97881902,184.1967
42.15851592,-79.97883917,184.1888
42.15851069,-79.97885935,184.1882
42.15850548,-79.9788795,184.1716
42.15850025,-79.97889967,184.1691
42.15849514,-79.97891982,184.1733
42.15848994,-79.97893999,184.1831
42.15848469,-79.97896018,184.1809
42.15847945,-79.97898034,184.1788
42.15847437,-79.97900046,184.1946
42.15846906,-79.97902058,184.192
42.15846394,-79.97904079,184.2057
42.15845865,-79.97906097,184.2023
42.15845342,-79.97908114,184.2009
42.15844826,-79.97910127,184.202
42.15844303,-79.97912149,184.2068
42.1584378,-79.97914159,184.1949
42.15843245,-79.97916174,184.182
42.15842735,-79.97918194,184.1934
42.15842225,-79.97920225,184.2008
42.15841692,-79.97922234,184.192
42.15841183,-79.97924246,184.1913
42.15840659,-79.97926271,184.1893
42.15840131,-79.97928286,184.1837
42.15839604,-79.97930304,184.1816
42.15839088,-79.97932333,184.1664
42.15838566,-79.97934352,184.1577
42.15838055,-79.9793637,184.1453
42.15837531,-79.97938388,184.1267
42.15837013,-79.97940411,184.1147
42.1583649,-79.97942431,184.1077
42.15835969,-79.97944451,184.1021
42.15835452,-79.97946476,184.0984
42.15834928,-79.97948496,184.1003
42.15834409,-79.97950513,184.0893
42.15833886,-79.97952535,184.0776
42.15833364,-79.9795456,184.0606
42.15832842,-79.97956584,184.0563
42.15832313,-79.97958605,184.0471
42.15831796,-79.97960626,184.0492
42.15831271,-79.97962651,184.0429
42.15830753,-79.97964676,184.0286
42.15830223,-79.979667,184.0178
42.15829701,-79.97968728,184.0091
42.15829178,-79.97970752,184.0038
42.15828661,-79.97972781,184.0023
42.15828136,-79.979748,184.0027
42.15827612,-79.97976827,183.9972
42.15827089,-79.97978855,183.9843
42.15826567,-79.97980873,183.9692
42.15826038,-79.97982891,183.9515
42.15825514,-79.97984918,183.954
42.15824997,-79.97986945,183.9484
42.15824476,-79.97988974,183.9442
42.15823964,-79.97991,183.9404
42.15823434,-79.97993027,183.9221
42.1582292,-79.97995055,183.9153
42.15822395,-79.97997084,183.9054
42.1582187,-79.97999115,183.9029
42.15821356,-79.98001147,183.8996
42.15820831,-79.98003175,183.8807
42.15820312,-79.98005209,183.8856
42.15819792,-79.98007235,183.8818
42.15819263,-79.98009271,183.8716
42.15818755,-79.98011302,183.8703
42.15818221,-79.98013339,183.8595
42.15817718,-79.98015372,183.8719
42.15817203,-79.98017404,183.8661
42.1581667,-79.98019437,183.8473
42.15816153,-79.98021474,183.8333
42.15815628,-79.98023505,183.8302
42.15815099,-79.98025542,183.8127
42.15814583,-79.9802758,183.8192
42.15814067,-79.9802962,183.8149
42.15813543,-79.98031655,183.7977
42.1581301,-79.98033695,183.7851
42.15812474,-79.98035733,183.7719
42.15811954,-79.98037766,183.7642
42.15811437,-79.98039811,183.7652
42.15810909,-79.98041853,183.7588
42.15810382,-79.98043889,183.7598
42.15809857,-79.98045933,183.7626
42.15809333,-79.98047971,183.7494
42.15808811,-79.98050017,183.7403
42.15808282,-79.9805206,183.7395
42.15807758,-79.98054104,183.7343
42.15807231,-79.98056144,183.7277
42.15806711,-79.98058189,183.7228
42.15806184,-79.98060236,183.7203
42.15805661,-79.98062284,183.717
42.15805131,-79.98064321,183.6956
42.15804614,-79.98066366,183.6926
42.15804085,-79.9806841,183.6892
42.15803552,-79.98070454,183.6726
42.15803028,-79.98072504,183.6761
42.15802501,-79.98074542,183.6635
42.15801973,-79.98076587,183.6539
42.15801437,-79.98078633,183.6432
42.1580091,-79.9808068,183.6514
42.15800389,-79.98082726,183.6386
42.15799854,-79.98084764,183.6261
42.15799325,-79.9808681,183.6149
42.15798801,-79.9808886,183.6199
42.15798267,-79.98090906,183.613
42.15797741,-79.98092949,183.6048
42.15797213,-79.98094996,183.6038
42.15796687,-79.98097046,183.6036
42.15796146,-79.98099091,183.5804
42.15795619,-79.98101138,183.5882
42.15795096,-79.98103183,183.5867
42.15794557,-79.98105231,183.5744
42.15794023,-79.98107283,183.5678
42.15793504,-79.98109333,183.5766
42.1579296,-79.98111381,183.5461
42.15792437,-79.98113435,183.5431
42.15791903,-79.98115486,183.5424
42.15791375,-79.9811753,183.5319
42.15790846,-79.98119583,183.5235
42.15790307,-79.9812163,183.5076
42.15789777,-79.98123679,183.5102
42.15789248,-79.98125729,183.5035
42.15788717,-79.9812778,183.4967
42.15788179,-79.98129825,183.492
42.15787641,-79.98131873,183.4862
42.15787109,-79.98133922,183.4871
42.15786575,-79.98135969,183.482
42.15786045,-79.98138018,183.4745
42.15785506,-79.98140064,183.4655
42.15784969,-79.98142113,183.4513
42.15784438,-79.98144161,183.4419
42.15783901,-79.98146208,183.4169
42.15783369,-79.98148254,183.421
42.15782839,-79.98150303,183.4226
42.15782302,-79.9815235,183.407
42.15781765,-79.98154393,183.3905
42.15781227,-79.98156435,183.3768
42.15780701,-79.98158483,183.3727
42.15780153,-79.98160524,183.3519
42.15779627,-79.98162567,183.355
42.15779085,-79.98164618,183.3472
42.15778546,-79.98166659,183.3435
42.15778012,-79.98168708,183.3401
42.15777471,-79.98170752,183.3252
42.15776934,-79.98172793,183.3064
42.15776397,-79.9817484,183.3065
42.15775859,-79.98176887,183.302
42.15775326,-79.98178932,183.2899
42.15774795,-79.98180975,183.291
42.15774246,-79.98183015,183.2776
42.157737,-79.98185056,183.2614
42.15773167,-79.98187092,183.2574
42.15772622,-79.98189136,183.2468
42.15772085,-79.98191182,183.2325
42.15771548,-79.98193224,183.2358
42.15771012,-79.98195269,183.2344
42.1577047,-79.9819731,183.2187
42.1576993,-79.98199352,183.2068
42.15769389,-79.98201383,183.1884
42.1576885,-79.98203424,183.17
42.15768307,-79.98205463,183.178
42.15767764,-79.98207505,183.1768
42.15767216,-79.98209538,183.1491
42.15766679,-79.98211581,183.1491
42.15766137,-79.98213612,183.1376
42.15765578,-79.98215655,183.1022
42.1576504,-79.98217695,183.0996
42.15764498,-79.98219739,183.0879
42.1576396,-79.98221774,183.0898
42.15763412,-79.98223813,183.0688
42.15762873,-79.98225851,183.0721
42.15762314,-79.98227891,183.0519
42.1576177,-79.98229934,183.0423
42.15761225,-79.98231969,183.033
42.15760672,-79.98234008,183.0113
42.15760129,-79.98236051,183.0181
42.15759582,-79.98238088,183.0021
42.15759024,-79.98240124,182.9825
42.15758474,-79.98242159,182.9798
42.15757923,-79.98244199,182.9732
42.1575737,-79.98246234,182.9619
42.15756811,-79.98248269,182.9581
42.15756255,-79.98250307,182.9445
42.15755709,-79.98252347,182.9427
42.15755157,-79.98254375,182.9359
42.15754598,-79.98256408,182.927
42.15754041,-79.98258441,182.9203
42.1575349,-79.98260473,182.9102
42.15752946,-79.98262512,182.9234
42.1575239,-79.98264539,182.9053
42.15751828,-79.98266564,182.8963
42.15751272,-79.98268594,182.8905
42.15750713,-79.98270617,182.871
42.15750162,-79.98272649,182.8768
42.15749604,-79.98274677,182.8703
42.15749047,-79.98276705,182.8472
42.15748488,-79.98278732,182.8403
42.15747927,-79.98280759,182.8421
42.15747371,-79.98282788,182.8308
42.15746817,-79.9828482,182.8275
42.15746254,-79.98286845,182.8206
42.1574569,-79.98288869,182.8057
42.15745125,-79.98290895,182.8053
42.15744562,-79.98292922,182.8012
42.15744002,-79.9829495,182.7987
42.15743433,-79.98296972,182.7869
42.15742867,-79.98298996,182.7645
42.15742302,-79.98301017,182.7501
42.15741733,-79.98303041,182.7448
42.15741163,-79.98305063,182.7316
42.15740588,-79.98307082,182.715
42.15740019,-79.98309102,182.7059
42.1573944,-79.98311122,182.6889
42.15738872,-79.98313143,182.6833
42.157383,-79.98315165,182.6711
42.15737736,-79.98317184,182.6569
42.15737155,-79.98319207,182.6374
42.15736579,-79.98321221,182.6275
42.15735999,-79.9832324,182.6096
42.15735431,-79.98325259,182.6009
42.15734852,-79.9832728,182.5818
42.15734274,-79.98329298,182.5643
42.15733708,-79.98331315,182.5579
42.15733114,-79.98333333,182.5348
42.15732535,-79.98335348,182.5206
42.15731951,-79.98337367,182.5148
42.15731366,-79.98339383,182.4924
42.15730787,-79.98341398,182.4836
42.15730207,-79.9834342,182.4807
42.15729618,-79.98345429,182.4652
42.15729037,-79.98347448,182.4549
42.15728437,-79.98349458,182.4182
42.15727847,-79.9835147,182.4024
42.15727265,-79.98353486,182.3931
42.15726683,-79.98355506,182.3915
42.1572609,-79.98357521,182.3676
42.157255,-79.98359532,182.3549
42.15724896,-79.98361544,182.3261
42.15724304,-79.98363558,182.319
42.15723707,-79.98365569,182.3039
42.15723133,-79.98367593,182.3159
42.1572253,-79.98369602,182.2735
42.15721947,-79.98371616,182.2788
42.15721346,-79.9837363,182.247
42.15720755,-79.98375643,182.2489
42.15720157,-79.98377652,182.2298
42.15719552,-79.98379661,182.2151
42.15718967,-79.98381678,182.2062
42.15718361,-79.98383687,182.1846
42.15717765,-79.98385691,182.1704
42.15717163,-79.98387709,182.1654
42.15716558,-79.98389717,182.1439
42.15715963,-79.98391734,182.1422
42.15715357,-79.98393736,182.1156
42.15714755,-79.98395748,182.1047
42.15714145,-79.98397758,182.0836
42.15713555,-79.98399768,182.0908
42.15712933,-79.98401771,182.0656
42.15712328,-79.98403785,182.0561
42.15711716,-79.98405792,182.0517
42.15711102,-79.98407791,182.0214
42.15710502,-79.98409801,182.0178
42.15709887,-79.9841181,182.0025
42.15709278,-79.98413814,181.9845
42.15708666,-79.98415823,181.9751
42.15708055,-79.98417827,181.957
42.15707441,-79.98419832,181.9474
42.15706827,-79.9842184,181.9453
42.15706212,-79.98423844,181.9269
42.15705604,-79.98425856,181.9166
42.1570498,-79.98427855,181.8939
42.15704368,-79.9842986,181.8781
42.15703742,-79.98431862,181.8648
42.15703126,-79.98433873,181.8576
42.15702509,-79.98435876,181.8496
42.1570189,-79.98437884,181.8327
42.15701276,-79.98439887,181.831
42.15700651,-79.98441891,181.8107
42.15700024,-79.98443894,181.7942
42.15699409,-79.98445896,181.795
42.15698782,-79.98447895,181.7665
42.15698153,-79.98449902,181.7578
42.15697526,-79.98451898,181.7443
42.15696905,-79.98453902,181.7384
42.15696265,-79.98455906,181.714
42.15695637,-79.98457904,181.6995
42.15695011,-79.98459911,181.6859
42.15694385,-79.98461909,181.6737
42.15693748,-79.98463908,181.6615
42.15693111,-79.98465907,181.6429
42.15692482,-79.98467904,181.6335
42.15691845,-79.98469904,181.6153
42.15691224,-79.98471905,181.6145
42.15690585,-79.98473901,181.5988
42.15689953,-79.98475904,181.5862
42.15689322,-79.98477905,181.5703
42.1568867,-79.98479892,181.5649
42.1568805,-79.98481898,181.5532
42.15687403,-79.98483887,181.5335
42.15686774,-79.98485885,181.5364
42.15686136,-79.98487873,181.5233
42.15685498,-79.98489869,181.5068
42.15684859,-79.98491865,181.5145
42.15684219,-79.98493853,181.4849
42.15683582,-79.98495856,181.4949
42.15682933,-79.98497839,181.4691
42.15682291,-79.98499829,181.4558
42.15681653,-79.98501821,181.4517
42.15681014,-79.9850381,181.4383
42.1568037,-79.98505798,181.4274
42.15679729,-79.98507789,181.424
42.15679073,-79.98509773,181.4038
42.15678434,-79.98511768,181.3911
42.15677788,-79.98513752,181.3849
42.15677142,-79.98515741,181.3702
42.15676488,-79.98517733,181.3549
42.15675833,-79.98519721,181.3334
42.15675187,-79.98521707,181.3255
42.15674533,-79.98523694,181.3125
42.15673881,-79.9852568,181.304
42.15673225,-79.98527668,181.2933
42.15672565,-79.98529649,181.281
42.15671915,-79.98531638,181.2601
42.15671264,-79.9853362,181.2473
42.15670603,-79.98535605,181.2365
42.15669945,-79.98537596,181.2247
42.15669289,-79.98539573,181.2151
42.15668625,-79.98541559,181.1984
42.15667967,-79.98543542,181.1856
42.15667306,-79.98545525,181.1689
42.15666634,-79.98547503,181.1464
42.15665968,-79.98549485,181.1331
42.15665301,-79.98551469,181.1317
42.15664642,-79.98553455,181.1166
42.15663978,-79.98555436,181.1075
42.15663312,-79.98557418,181.0782
42.15662642,-79.98559395,181.0638
42.15661966,-79.98561369,181.0526
42.15661302,-79.98563352,181.0321
42.15660634,-79.98565332,181.0255
42.15659959,-79.98567304,181.0009
42.15659296,-79.98569288,180.9959
42.15658631,-79.98571262,181.005
42.15657949,-79.98573244,180.9767
42.15657275,-79.98575216,180.9504
42.15656595,-79.98577184,180.9219
42.15655931,-79.98579161,180.9247
42.15655257,-79.98581143,180.9156
42.15654573,-79.98583109,180.9017
42.15653893,-79.98585081,180.8762
42.15653213,-79.98587049,180.8572
42.15652534,-79.98589017,180.8515
42.15651853,-79.98590989,180.8483
42.15651174,-79.98592961,180.813
42.15650487,-79.9859493,180.7901
42.15649805,-79.98596891,180.7818
42.15649125,-79.98598866,180.7691
42.15648443,-79.98600836,180.7574
42.15647754,-79.98602799,180.7393
42.15647065,-79.98604759,180.7251
42.15646374,-79.98606721,180.6999
42.15645688,-79.98608691,180.698
42.15644998,-79.98610656,180.6703
42.15644306,-79.98612613,180.6583
42.15643619,-79.98614585,180.6372
42.15642936,-79.98616551,180.6291
42.15642241,-79.98618514,180.6142
42.15641556,-79.98620479,180.5946
42.15640856,-79.98622437,180.5928
42.15640164,-79.98624404,180.5726
42.15639469,-79.98626369,180.5607
42.15638782,-79.98628333,180.5306
42.15638085,-79.98630298,180.5222
42.15637392,-79.98632258,180.5133
42.15636697,-79.98634222,180.5111
42.15636004,-79.98636181,180.4844
42.15635308,-79.98638144,180.473
42.15634608,-79.98640103,180.464
42.15633907,-79.98642056,180.4352
42.15633206,-79.98644014,180.4182
42.15632504,-79.98645974,180.4085
42.15631803,-79.98647925,180.3846
42.15631097,-79.98649882,180.3694
42.15630388,-79.98651836,180.3552
42.15629682,-79.98653792,180.336
42.15628975,-79.98655744,180.3194
42.15628266,-79.98657695,180.3096
42.15627556,-79.98659646,180.2977
42.15626843,-79.98661599,180.2924
42.1562614,-79.98663548,180.2805
42.15625432,-79.98665498,180.2566
42.15624725,-79.98667446,180.2364
42.15624014,-79.98669397,180.2186
42.15623302,-79.98671345,180.2031
42.1562259,-79.98673299,180.1825
42.15621881,-79.98675253,180.1637
42.15621169,-79.98677202,180.1446
42.15620459,-79.9867915,180.1311
42.15619746,-79.98681101,180.1152
42.15619035,-79.98683053,180.0979
42.15618319,-79.98685003,180.0809
42.15617606,-79.9868695,180.0644
42.15616895,-79.98688898,180.0451
42.15616177,-79.98690848,180.0296
42.15615463,-79.98692803,180.0087
42.15614754,-79.98694753,179.9873
42.15614044,-79.98696703,179.9687
42.1561333,-79.98698656,179.9551
42.15612618,-79.98700604,179.942
42.15611905,-79.98702553,179.9228
42.1561119,-79.9870451,179.9161
42.15610475,-79.9870646,179.8893
42.15609765,-79.98708409,179.8727
42.15609053,-79.98710366,179.862
42.15608338,-79.9871232,179.8389
42.1560762,-79.98714268,179.8099
42.15606898,-79.98716222,179.7806
42.1560618,-79.98718172,179.7728
42.1560547,-79.98720128,179.7758
42.15604748,-79.9872208,179.7488
42.15604031,-79.98724034,179.7337
42.15603306,-79.98725982,179.6998
42.15602591,-79.98727929,179.6904
42.15601874,-79.98729881,179.6715
42.15601155,-79.98731838,179.6595
42.15600436,-79.98733788,179.6348
42.15599723,-79.98735738,179.623
42.1559901,-79.98737683,179.6126
42.15598286,-79.98739628,179.6036
42.15597567,-79.98741585,179.5748
42.15596855,-79.98743534,179.5559
42.15596142,-79.98745485,179.5428
42.15595427,-79.98747428,179.5256
42.1559471,-79.9874938,179.5095
42.15593988,-79.98751331,179.4882
42.15593275,-79.98753276,179.4709
42.15592563,-79.9875522,179.4622
42.15591839,-79.98757163,179.4328
42.15591115,-79.98759107,179.4142
42.15590401,-79.9876105,179.4105
42.15589691,-79.98762994,179.3808
42.15588969,-79.98764933,179.3657
42.15588257,-79.98766876,179.3574
42.15587543,-79.98768815,179.3248
42.15586811,-79.98770749,179.3316
42.15586114,-79.987727,179.3018
42.15585395,-79.98774643,179.2814
42.15584688,-79.98776583,179.2735
42.15583969,-79.98778524,179.2542
42.1558326,-79.98780467,179.2465
42.15582545,-79.98782403,179.2165
42.15581835,-79.98784337,179.1961
42.15581121,-79.98786278,179.1781
42.15580413,-79.98788217,179.1808
42.15579698,-79.98790153,179.1431
42.15578992,-79.98792087,179.1407
42.15578275,-79.98794023,179.1109
42.15577566,-79.98795952,179.0971
42.15576856,-79.98797885,179.0811
42.1557614,-79.98799824,179.0614
42.15575438,-79.98801757,179.0465
42.15574726,-79.98803686,179.0326
42.15574012,-79.98805613,179.0145
42.15573319,-79.98807545,179.0078
42.15572599,-79.98809476,178.9757
42.15571888,-79.98811403,178.959
42.15571186,-79.9881333,178.9518
42.1557048,-79.98815258,178.9363
42.15569775,-79.98817188,178.9251
42.15569066,-79.98819111,178.9048
42.1556836,-79.98821032,178.889
42.15567647,-79.98822958,178.8635
42.15566946,-79.98824884,178.8516
42.15566236,-79.98826801,178.8368
42.15565529,-79.98828727,178.8309
42.15564828,-79.98830652,178.8102
42.15564117,-79.98832567,178.7943
42.15563409,-79.98834487,178.7851
42.155627,-79.98836407,178.7782
42.15561996,-79.98838326,178.7499
42.15561293,-79.9884024,178.7323
42.15560589,-79.9884216,178.7275
42.15559882,-79.98844072,178.7117
42.15559185,-79.98845988,178.7063
42.15558484,-79.98847904,178.6928
42.1555778,-79.98849819,178.6907
42.1555708,-79.98851733,178.6696
42.15556377,-79.9885364,178.6518
42.15555676,-79.98855552,178.6475
42.15554976,-79.98857461,178.6383
42.15554278,-79.98859371,178.6249
42.1555358,-79.98861281,178.6142
42.15552876,-79.98863188,178.5984
42.15552176,-79.98865089,178.5888
42.15551477,-79.98866996,178.5706
42.15550781,-79.98868903,178.5586
42.15550088,-79.9887081,178.5514
42.15549387,-79.98872709,178.532
42.15548685,-79.98874614,178.5145
42.15547992,-79.9887651,178.5062
42.15547299,-79.98878412,178.4957
42.15546604,-79.98880315,178.4901
42.15545909,-79.98882212,178.4973
42.15545209,-79.98884109,178.4734
42.15544511,-79.98885999,178.4507
42.15543815,-79.98887897,178.4422
42.15543124,-79.98889791,178.4285
42.15542423,-79.98891678,178.4296
42.15541727,-79.98893574,178.403
42.15541026,-79.98895463,178.3914
42.15540341,-79.9889735,178.3979
42.15539648,-79.98899241,178.3793
42.15538959,-79.98901128,178.3592
42.15538269,-79.98903015,178.3661
42.15537572,-79.98904902,178.3402
42.15536874,-79.98906785,178.3314
42.15536191,-79.98908667,178.3322
42.15535495,-79.98910548,178.326
42.15534803,-79.98912425,178.3171
42.15534106,-79.98914303,178.3107
42.15533417,-79.98916183,178.3135
42.15532735,-79.98918068,178.3
42.15532044,-79.98919936,178.2934
42.15531349,-79.98921808,178.2812
42.15530663,-79.9892369,178.2656
42.15529976,-79.98925563,178.2494
42.15529283,-79.98927431,178.243
